事故類型及型態子類別名稱,發生年度,發生月份,發生日期,處理單位名稱警局層,發生地點,天候名稱,道路類別-第1當事者-名稱,當事者順位,當事者區分-類別-大類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,肇因研判子類別名稱-主要,肇事逃逸類別名稱-是否肇逃
路上翻車、摔倒,2022,3.0,20220307.0,臺中市政府警察局,臺中市太平區工業路215號前0.0公尺,晴,市區道路,1.0,機車,男,19.0,未注意車前狀態,否
路上翻車、摔倒,2022,3.0,20220307.0,臺中市政府警察局,臺中市太平區工業路215號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
路上翻車、摔倒,2022,3.0,20220307.0,臺中市政府警察局,臺中市太平區工業路215號前0.0公尺,晴,市區道路,3.0,小客車,男,28.0,未注意車前狀態,否
路上翻車、摔倒,2022,3.0,20220307.0,臺中市政府警察局,臺中市太平區工業路215號前0.0公尺,晴,市區道路,4.0,機車,女,63.0,未注意車前狀態,否
穿越道路中,2022,3.0,20220307.0,新北市政府警察局,新北市蘆洲區長安街 / 新北市蘆洲區環堤大道路,雨,市區道路,1.0,人,男,68.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,3.0,20220307.0,新北市政府警察局,新北市蘆洲區長安街 / 新北市蘆洲區環堤大道路,雨,市區道路,2.0,機車,男,19.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
其他,2022,3.0,20220307.0,國道公路警察局,桃園市大溪區國道3號 63公里北側向內側,晴,國道,1.0,小客車,男,39.0,未注意車前狀態,否
其他,2022,3.0,20220307.0,國道公路警察局,桃園市大溪區國道3號 63公里北側向內側,晴,國道,2.0,人,男,25.0,未注意車前狀態,否
其他,2022,3.0,20220307.0,國道公路警察局,桃園市大溪區國道3號 63公里北側向內側,晴,國道,3.0,小客車,男,45.0,未注意車前狀態,否
其他,2022,3.0,20220307.0,國道公路警察局,桃園市大溪區國道3號 63公里北側向內側,晴,國道,4.0,大貨車,男,36.0,未注意車前狀態,否
其他,2022,3.0,20220307.0,國道公路警察局,桃園市大溪區國道3號 63公里北側向內側,晴,國道,5.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
撞護欄(樁),2022,3.0,20220308.0,新北市政府警察局,新北市金山區新北市金山區三界壇路486253號燈桿前,晴,市區道路,1.0,機車,男,35.0,不明原因肇事,否
撞護欄(樁),2022,3.0,20220308.0,新北市政府警察局,新北市金山區新北市金山區三界壇路486253號燈桿前,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
其他,2022,3.0,20220308.0,新竹縣政府警察局,新竹縣竹東鎮光明路930-1號附近,晴,市區道路,1.0,機車,男,50.0,未依規定減速,否
其他,2022,3.0,20220308.0,新竹縣政府警察局,新竹縣竹東鎮光明路930-1號附近,晴,市區道路,2.0,小客車,男,57.0,未依規定減速,否
側撞,2022,3.0,20220308.0,新竹市警察局,新竹市香山區西濱快速道路南下側車道84.2K(近無名巷口),晴,省道,1.0,小貨車(含客、貨兩用),男,53.0,右轉彎未依規定,否
側撞,2022,3.0,20220308.0,新竹市警察局,新竹市香山區西濱快速道路南下側車道84.2K(近無名巷口),晴,省道,2.0,機車,女,38.0,右轉彎未依規定,否
側撞,2022,3.0,20220308.0,新竹市警察局,新竹市香山區西濱快速道路南下側車道84.2K(近無名巷口),晴,省道,3.0,機車,男,43.0,右轉彎未依規定,否
側撞,2022,3.0,20220308.0,新北市政府警察局,新北市新店區新北市新店區青山路與青山路無名巷(128309號燈桿),晴,市區道路,1.0,機車,男,41.0,迴轉未依規定,否
側撞,2022,3.0,20220308.0,新北市政府警察局,新北市新店區新北市新店區青山路與青山路無名巷(128309號燈桿),晴,市區道路,2.0,機車,男,21.0,迴轉未依規定,否
側撞,2022,3.0,20220308.0,臺北市政府警察局,臺北市北投區大度路2段 / 臺北市北投區承德路7段,晴,市區道路,1.0,曳引車,男,64.0,右轉彎未依規定,否
側撞,2022,3.0,20220308.0,臺北市政府警察局,臺北市北投區大度路2段 / 臺北市北投區承德路7段,晴,市區道路,2.0,機車,男,58.0,右轉彎未依規定,否
路口交岔撞,2022,3.0,20220308.0,臺南市政府警察局,臺南市仁德區上崙一街口 / 臺南市仁德區崑崙路口,晴,市區道路,1.0,機車,男,54.0,尚未發現肇事因素,否
路口交岔撞,2022,3.0,20220308.0,臺南市政府警察局,臺南市仁德區上崙一街口 / 臺南市仁德區崑崙路口,晴,市區道路,2.0,慢車,女,81.0,尚未發現肇事因素,否
路口交岔撞,2022,3.0,20220308.0,嘉義縣警察局,嘉義縣民雄鄉豐收村好收22A分35北分15分1號電桿旁村里道路,晴,村里道路,1.0,機車,女,20.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220308.0,嘉義縣警察局,嘉義縣民雄鄉豐收村好收22A分35北分15分1號電桿旁村里道路,晴,村里道路,2.0,小客車,男,31.0,未依規定讓車,否
對撞,2022,3.0,20220308.0,臺中市政府警察局,臺中市太平區德隆里太堤東路前0.0公尺,晴,市區道路,1.0,小貨車(含客、貨兩用),男,65.0,違規超車,否
對撞,2022,3.0,20220308.0,臺中市政府警察局,臺中市太平區德隆里太堤東路前0.0公尺,晴,市區道路,2.0,小貨車(含客、貨兩用),男,24.0,違規超車,否
對撞,2022,3.0,20220308.0,臺中市政府警察局,臺中市太平區德隆里太堤東路前0.0公尺,晴,市區道路,3.0,人,男,23.0,違規超車,否
對撞,2022,3.0,20220308.0,臺中市政府警察局,臺中市太平區德隆里太堤東路前0.0公尺,晴,市區道路,4.0,人,男,34.0,違規超車,否
側撞,2022,3.0,20220308.0,高雄市政府警察局,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,晴,市區道路,1.0,機車,女,19.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220308.0,高雄市政府警察局,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,晴,市區道路,2.0,小客車,男,28.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220308.0,高雄市政府警察局,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,晴,市區道路,3.0,人,男,17.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220308.0,高雄市政府警察局,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,晴,市區道路,4.0,人,女,28.0,違反號誌管制或指揮,否
穿越道路中,2022,3.0,20220309.0,臺中市政府警察局,臺中市太平區新興里新興路172號前0.0公尺,晴,市區道路,1.0,人,女,60.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
穿越道路中,2022,3.0,20220309.0,臺中市政府警察局,臺中市太平區新興里新興路172號前0.0公尺,晴,市區道路,2.0,機車,男,51.0,未依規定行走行人穿越道、地下道、天橋而穿越道路,否
撞路樹、電桿,2022,3.0,20220309.0,高雄市政府警察局,高雄市仁武區鳳仁路26之3號前0.0公尺,晴,市區道路,1.0,機車,男,26.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220309.0,高雄市政府警察局,高雄市仁武區鳳仁路26之3號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),111.0,未注意車前狀態,否
側撞,2022,3.0,20220309.0,嘉義縣警察局,嘉義縣朴子市德興里縣157線與產業道路口,晴,縣道,1.0,大貨車,男,56.0,左轉彎未依規定,否
側撞,2022,3.0,20220309.0,嘉義縣警察局,嘉義縣朴子市德興里縣157線與產業道路口,晴,縣道,2.0,機車,女,24.0,左轉彎未依規定,否
其他,2022,3.0,20220309.0,高雄市政府警察局,高雄市岡山區中山北路 / 高雄市岡山區平和東街,晴,市區道路,1.0,機車,男,80.0,未依規定讓車,否
其他,2022,3.0,20220309.0,高雄市政府警察局,高雄市岡山區中山北路 / 高雄市岡山區平和東街,晴,市區道路,2.0,機車,女,50.0,未依規定讓車,否
其他,2022,3.0,20220309.0,嘉義縣警察局,嘉義縣六腳鄉台19線 77公里500.0公尺處北側向外側,晴,省道,1.0,機車,男,83.0,未注意車前狀態,否
其他,2022,3.0,20220309.0,嘉義縣警察局,嘉義縣六腳鄉台19線 77公里500.0公尺處北側向外側,晴,省道,2.0,小貨車(含客、貨兩用),男,47.0,未注意車前狀態,否
路口交岔撞,2022,3.0,20220309.0,新北市政府警察局,新北市貢寮區台2線 108公里200.0公尺處西側向外側,晴,省道,1.0,機車,男,26.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220309.0,新北市政府警察局,新北市貢寮區台2線 108公里200.0公尺處西側向外側,晴,省道,2.0,曳引車,男,32.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220309.0,新北市政府警察局,新北市貢寮區台2線 108公里200.0公尺處西側向外側,晴,省道,3.0,人,女,25.0,未依規定讓車,否
路上翻車、摔倒,2022,3.0,20220309.0,彰化縣警察局,彰化縣和美鎮湖內里彰新路6段689弄前0.0公尺,晴,其他,1.0,機車,男,86.0,不明原因肇事,否
路上翻車、摔倒,2022,3.0,20220309.0,彰化縣警察局,彰化縣和美鎮湖內里彰新路6段689弄前0.0公尺,晴,其他,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
側撞,2022,3.0,20220309.0,臺中市政府警察局,臺中市西屯區惠來里市政北二路前0.0公尺,晴,市區道路,1.0,機車,女,64.0,不明原因肇事,否
側撞,2022,3.0,20220309.0,臺中市政府警察局,臺中市西屯區惠來里市政北二路前0.0公尺,晴,市區道路,2.0,小客車,男,24.0,不明原因肇事,否
追撞,2022,3.0,20220310.0,彰化縣警察局,彰化縣社頭鄉仁雅村中山路1段306號前0.0公尺前,晴,其他,1.0,機車,男,48.0,未注意車前狀態,否
追撞,2022,3.0,20220310.0,彰化縣警察局,彰化縣社頭鄉仁雅村中山路1段306號前0.0公尺前,晴,其他,2.0,大客車,男,63.0,未注意車前狀態,否
對向擦撞,2022,3.0,20220310.0,屏東縣政府警察局,屏東縣高樹鄉屏185線道9K處馬津幹63電杆旁,晴,村里道路,1.0,大貨車,男,65.0,未靠右行駛,否
對向擦撞,2022,3.0,20220310.0,屏東縣政府警察局,屏東縣高樹鄉屏185線道9K處馬津幹63電杆旁,晴,村里道路,2.0,機車,男,61.0,未靠右行駛,否
撞路樹、電桿,2022,3.0,20220310.0,桃園市政府警察局,桃園市楊梅區泰圳路附近 / 桃園市楊梅區上湖一路附近,晴,市區道路,1.0,機車,女,22.0,未依規定減速,否
撞路樹、電桿,2022,3.0,20220310.0,桃園市政府警察局,桃園市楊梅區泰圳路附近 / 桃園市楊梅區上湖一路附近,晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未依規定減速,否
側撞,2022,3.0,20220310.0,屏東縣政府警察局,屏東縣東港鎮朝隆路與新生三路口,晴,村里道路,1.0,機車,女,67.0,未依規定讓車,否
側撞,2022,3.0,20220310.0,屏東縣政府警察局,屏東縣東港鎮朝隆路與新生三路口,晴,村里道路,2.0,大客車,男,41.0,未依規定讓車,否
路上翻車、摔倒,2022,3.0,20220311.0,南投縣政府警察局,南投縣埔里鎮南環路西北橋附近,晴,村里道路,1.0,機車,女,39.0,酒醉(後)駕駛失控,否
路上翻車、摔倒,2022,3.0,20220311.0,南投縣政府警察局,南投縣埔里鎮南環路西北橋附近,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,酒醉(後)駕駛失控,否
追撞,2022,3.0,20220311.0,國道公路警察局,苗栗縣三義鄉國道1號 151公里300.0公尺處北側向爬坡,晴,國道,1.0,小貨車(含客、貨兩用),男,30.0,未注意車前狀態,否
追撞,2022,3.0,20220311.0,國道公路警察局,苗栗縣三義鄉國道1號 151公里300.0公尺處北側向爬坡,晴,國道,2.0,半聯結車,男,50.0,未注意車前狀態,否
追撞,2022,3.0,20220311.0,國道公路警察局,苗栗縣三義鄉國道1號 151公里300.0公尺處北側向爬坡,晴,國道,3.0,人,女,35.0,未注意車前狀態,否
路口交岔撞,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉義仁村台三線與嘉132線岔路口,晴,省道,1.0,小貨車(含客、貨兩用),女,46.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉義仁村台三線與嘉132線岔路口,晴,省道,2.0,曳引車,男,61.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉義仁村台三線與嘉132線岔路口,晴,省道,3.0,人,女,31.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉義仁村台三線與嘉132線岔路口,晴,省道,4.0,人,男,33.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉義仁村台三線與嘉132線岔路口,晴,省道,5.0,人,男,31.0,未依規定讓車,否
穿越道路中,2022,3.0,20220311.0,臺中市政府警察局,臺中市大里區西湖里大峰路 / 臺中市大里區西湖里西湖路,晴,市區道路,1.0,大貨車,男,42.0,搶越行人穿越道,否
穿越道路中,2022,3.0,20220311.0,臺中市政府警察局,臺中市大里區西湖里大峰路 / 臺中市大里區西湖里西湖路,晴,市區道路,2.0,人,女,73.0,搶越行人穿越道,否
撞路樹、電桿,2022,3.0,20220311.0,臺中市政府警察局,臺中市后里區中和里公安路202號前20.0公尺東側,晴,市區道路,1.0,小客車,男,80.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220311.0,臺中市政府警察局,臺中市后里區中和里公安路202號前20.0公尺東側,晴,市區道路,2.0,,無或物(動物、堆置物),0.0,未注意車前狀態,否
路口交岔撞,2022,3.0,20220311.0,彰化縣警察局,彰化縣大城鄉菜寮村蔡厝巷口 / 彰化縣大城鄉菜寮村過溝巷口,晴,村里道路,1.0,機車,男,52.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220311.0,彰化縣警察局,彰化縣大城鄉菜寮村蔡厝巷口 / 彰化縣大城鄉菜寮村過溝巷口,晴,村里道路,2.0,機車,男,18.0,未依規定讓車,否
撞路樹、電桿,2022,3.0,20220311.0,屏東縣政府警察局,屏東縣新埤鄉新埤村箕湖橋西向1.9公里,晴,縣道,1.0,機車,男,41.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220311.0,屏東縣政府警察局,屏東縣新埤鄉新埤村箕湖橋西向1.9公里,晴,縣道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
其他,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉台3線 295公里700.0公尺處北側,晴,省道,1.0,小客車,女,48.0,未注意車前狀態,否
其他,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉台3線 295公里700.0公尺處北側,晴,省道,2.0,人,男,71.0,未注意車前狀態,否
其他,2022,3.0,20220311.0,嘉義縣警察局,嘉義縣中埔鄉台3線 295公里700.0公尺處北側,晴,省道,3.0,小客車,女,71.0,未注意車前狀態,否
同向擦撞,2022,3.0,20220311.0,臺北市政府警察局,臺北市萬華區西園路2段 / 臺北市萬華區艋舺大道,晴,市區道路,1.0,機車,男,68.0,酒醉(後)駕駛失控,否
同向擦撞,2022,3.0,20220311.0,臺北市政府警察局,臺北市萬華區西園路2段 / 臺北市萬華區艋舺大道,晴,市區道路,2.0,機車,女,23.0,酒醉(後)駕駛失控,否
同向擦撞,2022,3.0,20220311.0,臺北市政府警察局,臺北市萬華區西園路2段 / 臺北市萬華區艋舺大道,晴,市區道路,3.0,小客車,男,47.0,酒醉(後)駕駛失控,否
撞交通島,2022,3.0,20220313.0,高雄市政府警察局,高雄市鳳山區五甲一路.號前0.0公尺,晴,市區道路,1.0,機車,女,26.0,未注意車前狀態,否
撞交通島,2022,3.0,20220313.0,高雄市政府警察局,高雄市鳳山區五甲一路.號前0.0公尺,晴,市區道路,2.0,,無或物(動物、堆置物),111.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220313.0,屏東縣政府警察局,屏東縣屏東市泰和產業道路電桿(電錶號10-5080-19),晴,市區道路,1.0,機車,男,43.0,未注意車前狀態,否
撞路樹、電桿,2022,3.0,20220313.0,屏東縣政府警察局,屏東縣屏東市泰和產業道路電桿(電錶號10-5080-19),晴,市區道路,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
同向通行中,2022,3.0,20220313.0,臺南市政府警察局,臺南市白河區南92-1 1公里,晴,鄉道,1.0,小客車,男,55.0,未注意車前狀態,否
同向通行中,2022,3.0,20220313.0,臺南市政府警察局,臺南市白河區南92-1 1公里,晴,鄉道,2.0,人,男,80.0,未注意車前狀態,否
同向通行中,2022,3.0,20220313.0,臺南市政府警察局,臺南市白河區南92-1 1公里,晴,鄉道,3.0,人,女,78.0,未注意車前狀態,否
側撞,2022,3.0,20220313.0,臺南市政府警察局,臺南市柳營區人和里雙和路北側 / 臺南市柳營區人和里界和路東側,晴,市區道路,1.0,大客車,男,47.0,未依規定讓車,否
側撞,2022,3.0,20220313.0,臺南市政府警察局,臺南市柳營區人和里雙和路北側 / 臺南市柳營區人和里界和路東側,晴,市區道路,2.0,機車,男,20.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220313.0,臺中市政府警察局,臺中市北屯區仁和里山西路二段 / 臺中市北屯區仁和里崇德八路一段,晴,市區道路,1.0,機車,女,20.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220313.0,臺中市政府警察局,臺中市北屯區仁和里山西路二段 / 臺中市北屯區仁和里崇德八路一段,晴,市區道路,2.0,小客車,男,37.0,未依規定讓車,否
同向擦撞,2022,3.0,20220314.0,新北市政府警察局,新北市林口區文化一路2段 / 新北市林口區中山路,晴,市區道路,1.0,大貨車,男,21.0,未依規定讓車,否
同向擦撞,2022,3.0,20220314.0,新北市政府警察局,新北市林口區文化一路2段 / 新北市林口區中山路,晴,市區道路,2.0,機車,女,63.0,未依規定讓車,否
其他,2022,3.0,20220314.0,高雄市政府警察局,高雄市桃源區勤和里勤和巷36號前0.0公尺前,晴,市區道路,1.0,大貨車,男,49.0,起步未注意其他車(人)安全,否
其他,2022,3.0,20220314.0,高雄市政府警察局,高雄市桃源區勤和里勤和巷36號前0.0公尺前,晴,市區道路,2.0,人,男,1.0,起步未注意其他車(人)安全,否
路口交岔撞,2022,3.0,20220314.0,高雄市政府警察局,高雄市湖內區忠孝街 / 高雄市湖內區忠孝街,晴,市區道路,1.0,機車,男,20.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220314.0,高雄市政府警察局,高雄市湖內區忠孝街 / 高雄市湖內區忠孝街,晴,市區道路,2.0,大客車,男,61.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220314.0,高雄市政府警察局,高雄市湖內區忠孝街 / 高雄市湖內區忠孝街,晴,市區道路,3.0,人,男,21.0,未依規定讓車,否
側撞,2022,3.0,20220314.0,雲林縣警察局,雲林縣大埤鄉台一線與台78線匝道,晴,其他,1.0,機車,男,15.0,其他引起事故之違規或不當行為,否
側撞,2022,3.0,20220314.0,雲林縣警察局,雲林縣大埤鄉台一線與台78線匝道,晴,其他,2.0,小客車,男,53.0,其他引起事故之違規或不當行為,否
側撞,2022,3.0,20220314.0,雲林縣警察局,雲林縣大埤鄉台一線與台78線匝道,晴,其他,3.0,人,男,51.0,其他引起事故之違規或不當行為,否
其他,2022,3.0,20220314.0,南投縣政府警察局,南投縣埔里鎮台21線 51公里300.0公尺處,晴,省道,1.0,機車,男,64.0,不明原因肇事,否
其他,2022,3.0,20220314.0,南投縣政府警察局,南投縣埔里鎮台21線 51公里300.0公尺處,晴,省道,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
側撞,2022,3.0,20220315.0,南投縣政府警察局,南投縣南投市中興路口 / 南投縣南投市軍功路口,晴,省道,1.0,機車,男,70.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220315.0,南投縣政府警察局,南投縣南投市中興路口 / 南投縣南投市軍功路口,晴,省道,2.0,曳引車,男,52.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220315.0,南投縣政府警察局,南投縣南投市中興路口 / 南投縣南投市軍功路口,晴,省道,3.0,人,男,13.0,違反號誌管制或指揮,否
衝出路外,2022,3.0,20220315.0,彰化縣警察局,彰化縣二林鎮萬合里太平路2段前0.0公尺東側,晴,其他,1.0,機車,男,47.0,不明原因肇事,否
衝出路外,2022,3.0,20220315.0,彰化縣警察局,彰化縣二林鎮萬合里太平路2段前0.0公尺東側,晴,其他,2.0,,無或物(動物、堆置物),0.0,不明原因肇事,否
路上翻車、摔倒,2022,3.0,20220315.0,屏東縣政府警察局,屏東縣里港鄉高樹大橋里港端旁引道,晴,村里道路,1.0,機車,男,40.0,違規超車,否
路上翻車、摔倒,2022,3.0,20220315.0,屏東縣政府警察局,屏東縣里港鄉高樹大橋里港端旁引道,晴,村里道路,2.0,,無或物(動物、堆置物),-1.0,違規超車,否
路上翻車、摔倒,2022,3.0,20220315.0,屏東縣政府警察局,屏東縣里港鄉高樹大橋里港端旁引道,晴,村里道路,3.0,曳引車,男,27.0,違規超車,否
路上翻車、摔倒,2022,3.0,20220315.0,屏東縣政府警察局,屏東縣恆春鎮南灣路往潭仔方向,晴,省道,1.0,機車,女,26.0,未注意車前狀態,否
路上翻車、摔倒,2022,3.0,20220315.0,屏東縣政府警察局,屏東縣恆春鎮南灣路往潭仔方向,晴,省道,2.0,,無或物(動物、堆置物),-1.0,未注意車前狀態,否
路口交岔撞,2022,3.0,20220315.0,高雄市政府警察局,高雄市左營區自由四路口 / 高雄市左營區自由四路口,晴,市區道路,1.0,機車,女,67.0,橫越道路不慎,否
路口交岔撞,2022,3.0,20220315.0,高雄市政府警察局,高雄市左營區自由四路口 / 高雄市左營區自由四路口,晴,市區道路,2.0,機車,男,28.0,橫越道路不慎,否
追撞,2022,3.0,20220315.0,桃園市政府警察局,桃園市中壢區民權路三段299號前0.0公尺附近,晴,市區道路,1.0,機車,男,72.0,未依規定減速,否
追撞,2022,3.0,20220315.0,桃園市政府警察局,桃園市中壢區民權路三段299號前0.0公尺附近,晴,市區道路,2.0,小貨車(含客、貨兩用),男,25.0,未依規定減速,否
衝出路外,2022,3.0,20220315.0,宜蘭縣政府警察局,宜蘭縣大同鄉泰雅路二段92巷99號(沐野露營區)往山上約800公尺之產業道路上,陰,其他,1.0,小貨車(含客、貨兩用),男,66.0,不明原因肇事,否
衝出路外,2022,3.0,20220315.0,宜蘭縣政府警察局,宜蘭縣大同鄉泰雅路二段92巷99號(沐野露營區)往山上約800公尺之產業道路上,陰,其他,2.0,,無或物(動物、堆置物),-1.0,不明原因肇事,否
穿越道路中,2022,3.0,20220315.0,高雄市政府警察局,高雄市楠梓區創新路 / 高雄市楠梓區土庫二路,晴,市區道路,1.0,機車,男,22.0,搶越行人穿越道,否
穿越道路中,2022,3.0,20220315.0,高雄市政府警察局,高雄市楠梓區創新路 / 高雄市楠梓區土庫二路,晴,市區道路,2.0,人,女,71.0,搶越行人穿越道,否
同向通行中,2022,3.0,20220315.0,嘉義縣警察局,嘉義縣水上鄉溪州村外溪洲運動公園旁產業道路,晴,村里道路,1.0,機車,男,77.0,未注意車前狀態,否
同向通行中,2022,3.0,20220315.0,嘉義縣警察局,嘉義縣水上鄉溪州村外溪洲運動公園旁產業道路,晴,村里道路,2.0,人,女,61.0,未注意車前狀態,否
其他,2022,3.0,20220316.0,臺中市政府警察局,臺中市大甲區頂店里中山路一段1148號前0.0公尺,晴,市區道路,1.0,小客車,男,60.0,未注意車前狀態,否
其他,2022,3.0,20220316.0,臺中市政府警察局,臺中市大甲區頂店里中山路一段1148號前0.0公尺,晴,市區道路,2.0,人,男,70.0,未注意車前狀態,否
其他,2022,3.0,20220316.0,臺中市政府警察局,臺中市大甲區頂店里中山路一段1148號前0.0公尺,晴,市區道路,3.0,小客車,男,58.0,未注意車前狀態,否
同向擦撞,2022,3.0,20220316.0,南投縣政府警察局,南投縣竹山鎮社竂里集山路一段1729號旁與投43線頂埔巷交叉路處,晴,村里道路,1.0,小客車,女,35.0,不明原因肇事,否
同向擦撞,2022,3.0,20220316.0,南投縣政府警察局,南投縣竹山鎮社竂里集山路一段1729號旁與投43線頂埔巷交叉路處,晴,村里道路,2.0,機車,女,50.0,不明原因肇事,否
路口交岔撞,2022,3.0,20220316.0,雲林縣警察局,雲林縣元長鄉五塊村魚寮29分8東5電桿旁路口,晴,村里道路,1.0,機車,男,68.0,未依規定讓車,否
路口交岔撞,2022,3.0,20220316.0,雲林縣警察局,雲林縣元長鄉五塊村魚寮29分8東5電桿旁路口,晴,村里道路,2.0,小貨車(含客、貨兩用),男,43.0,未依規定讓車,否
側撞,2022,3.0,20220316.0,雲林縣警察局,雲林縣莿桐鄉延平路與西安路27巷口,晴,市區道路,1.0,慢車,男,55.0,迴轉未依規定,否
側撞,2022,3.0,20220316.0,雲林縣警察局,雲林縣莿桐鄉延平路與西安路27巷口,晴,市區道路,2.0,小客車,男,43.0,迴轉未依規定,否
側撞,2022,3.0,20220316.0,臺中市政府警察局,臺中市大里區樹王里德芳路二段 / 臺中市大里區樹王里爽文路,晴,市區道路,1.0,小客車,男,46.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220316.0,臺中市政府警察局,臺中市大里區樹王里德芳路二段 / 臺中市大里區樹王里爽文路,晴,市區道路,2.0,機車,男,25.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220316.0,臺中市政府警察局,臺中市大里區樹王里德芳路二段 / 臺中市大里區樹王里爽文路,晴,市區道路,3.0,小貨車(含客、貨兩用),男,70.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220316.0,臺中市政府警察局,臺中市大里區樹王里德芳路二段 / 臺中市大里區樹王里爽文路,晴,市區道路,4.0,小客車,男,34.0,違反號誌管制或指揮,否
側撞,2022,3.0,20220316.0,臺中市政府警察局,臺中市大里區樹王里德芳路二段 / 臺中市大里區樹王里爽文路,晴,市區道路,5.0,,無或物(動物、堆置物),0.0,違反號誌管制或指揮,否
其他,2022,3.0,20220317.0,屏東縣政府警察局,屏東縣萬丹鄉台八八快速道路西向15公里處,晴,省道,1.0,曳引車,男,59.0,車輛零件脫落,否
其他,2022,3.0,20220317.0,屏東縣政府警察局,屏東縣萬丹鄉台八八快速道路西向15公里處,晴,省道,2.0,曳引車,男,50.0,車輛零件脫落,否
其他,2022,3.0,20220317.0,屏東縣政府警察局,屏東縣萬丹鄉台八八快速道路西向15公里處,晴,省道,3.0,小客車,女,61.0,車輛零件脫落,否
側撞,2022,3.0,20220317.0,宜蘭縣政府警察局,宜蘭縣五結鄉五結路3段附近 / 宜蘭縣五結鄉五結路3段,陰,村里道路,1.0,機車,女,59.0,左轉彎未依規定,否
側撞,2022,3.0,20220317.0,宜蘭縣政府警察局,宜蘭縣五結鄉五結路3段附近 / 宜蘭縣五結鄉五結路3段,陰,村里道路,2.0,小客車,男,51.0,左轉彎未依規定,否
穿越道路中,2022,3.0,20220317.0,新北市政府警察局,新北市板橋區大觀路1段 / 新北市板橋區大觀路1段,雨,市區道路,1.0,人,男,53.0,未依標誌、標線、號誌或手勢指揮穿越道路,是
穿越道路中,2022,3.0,20220317.0,新北市政府警察局,新北市板橋區大觀路1段 / 新北市板橋區大觀路1段,雨,市區道路,2.0,機車,男,33.0,未依標誌、標線、號誌或手勢指揮穿越道路,否
路口交岔撞,2022,3.0,20220318.0,臺北市政府警察局,臺北市中山區松江路 / 臺北市中山區錦州街,陰,市區道路,1.0,機車,男,33.0,違反號誌管制或指揮,否
路口交岔撞,2022,3.0,20220318.0,臺北市政府警察局,臺北市中山區松江路 / 臺北市中山區錦州街,陰,市區道路,2.0,小客車,男,52.0,違反號誌管制或指揮,是
撞路樹、電桿,2022,3.0,20220318.0,南投縣政府警察局,南投縣仁愛鄉萬豐村投83縣道22.1公里處,陰,鄉道,1.0,機車,男,24.0,不明原因肇事,否
